overall_rank,batch_rank,title,organization,org_type,composite_score,iaps_alignment,policy_specificity,evidence_base,political_viability,reasoning,row_index
109,25,Support the National Artificial Intelligence Research Resource (NAIRR),Amazon,Frontier Developer,7.025,7.5,7.0,6.5,7.0,"Supports NAIRR for academic/government AI research. Actionable, addresses compute/data access, and supports U.S. AI competitiveness.",3044
110,26,Prepare for AI-based attacks on critical infrastructure,Microsoft,Frontier Developer,7.025,7.5,7.0,6.5,7.0,"Prepares for AI-based attacks on critical infrastructure, recommends red-teaming and resilience. Actionable, evidence-based, and aligned with IAPS national security focus.",2899
111,10,Develop Fair IP Licensing Frameworks for Government-Funded AI,"Advanced Robotics for Manufacturing
  Institute",Think Tank,7.025,7.5,7.0,6.5,7.0,"Specific proposal for fair IP licensing of government-funded AI, balancing openness and security. Aligned with IAPS's governance focus.",5037
112,13,Develop Secure AI Models for National Security,HPE,Industry (Other),7.025,7.5,7.0,6.5,7.0,"Developing secure AI models for defense is highly aligned with IAPS's national security focus. Somewhat generic, but actionable and feasible.",2172
113,18,Support existing DOE programs that are training the national AI workforce,Bipartisan Policy Center,Think Tank,7.0,7.0,7.0,7.0,7.0,"Supports existing DOE AI workforce programs—concrete, evidence-based, and politically viable. Directly advances national competitiveness.",1634
114,14,AI-Driven Critical Infrastructure Protection,Alvarez & Marshall Federal LLC,Industry (Other),6.925,7.5,7.0,6.5,6.5,"AI-driven critical infrastructure protection is highly relevant to IAPS's national security focus. Specific recommendations for anomaly detection, predictive maintenance, and autonomous restoration. Implementation is complex but feasible.",844
115,15,Modernize Department of Defense AI Policies,Wahba Institute for Strategic Competition,Think Tank,6.925,7.5,7.0,6.5,6.5,"Modernizing DoD AI policies for human oversight and escalation control aligns with IAPS's national security and governance priorities. Specific recommendations for modeling, simulation, and oversight.",475
116,16,Promote rapid AI procurement across the federal government,Anthropic,Frontier Developer,6.925,7.5,7.0,6.5,6.5,"Ambitious but actionable proposal for rapid, systematic AI adoption in government operations. Addresses real productivity and implementation gaps, though feasibility at scale is challenging.",4720
117,18,Improve security of U.S. frontier AI laboratories,Anthropic,Frontier Developer,6.925,7.5,7.0,6.5,6.5,Duplicate of earlier ranking; see above.,4739
118,19,AI-Ready Collaborative Datasets for Life Sciences,Federation of American Scientists,Think Tank,6.8999999999999995,7.0,7.0,7.0,6.5,"Government-funded collaborative datasets for life sciences is actionable, addresses a real bottleneck, and could be extended to other sectors.",1842
119,19,Establish Strategic Stability Agreements for Military AI,Wahba Institute for Strategic Competition,Think Tank,6.8999999999999995,7.0,7.0,7.0,6.5,"Strategic stability agreements for military AI are highly relevant to IAPS's international governance and national security focus. Concrete, though politically challenging.",3995
120,27,Expand AI R&D for real-time electric grid management,Bipartisan Policy Center,Think Tank,6.875,7.0,7.0,6.5,7.0,"Expands AI R&D for real-time electric grid management (DOE). Actionable, measurable, and addresses critical infrastructure resilience.",3282
121,11,Establish Guidelines for AI Procurement in Government,"CGI Federal, Inc.",Industry (Other),6.875,7.0,7.0,6.5,7.0,Concrete recommendations for AI procurement reform in government. Aligned with IAPS's implementation and governance interests.,5125
122,14,"Invest in high-risk, high-reward emerging technologies",IEEE,Professional Society,6.875,7.0,7.0,6.5,7.0,"Concrete funding and programmatic recommendations for high-risk AI research, including defense and national security applications. Some elements are speculative, but overall actionable.",2006
123,15,Streamline key infrastructure buildout support for AI Energy Zones,Bipartisan Policy Center,Think Tank,6.875,7.0,7.0,6.5,7.0,"Addresses a real bottleneck: data center buildout for AI. Proposes federal streamlining and incentives, with ongoing stakeholder engagement. Actionable and timely.",2250
124,16,Promote open AI models,Center for Security and Emerging Technology,Think Tank,6.8,7.5,6.5,6.5,6.5,"Supports open AI models with clear risk thresholds, balancing innovation and security. Aligns with IAPS's nuanced approach to open/closed models and dual-use risk.",657
125,17,Invest in AI Hardware Development,"CGI Federal, Inc.",Industry (Other),6.8,7.5,6.5,6.5,6.5,"Investing in AI hardware and chip manufacturing is core to IAPS's compute governance and national security priorities. Specific mechanisms (consortium, incentives) are actionable.",505
126,18,National AI Compute Infrastructure Initiative,Alvarez & Marshall Federal LLC,Industry (Other),6.8,7.5,6.5,6.5,6.5,National AI compute infrastructure proposal is comprehensive and directly aligned with IAPS's strategic priorities. Implementation complexity is high but mechanisms are concrete.,716
127,20,National Security AI Entrepreneur Visa,Federation of American Scientists,Think Tank,6.7749999999999995,7.0,7.0,6.5,6.5,"National Security AI Entrepreneur Visa is specific, actionable, and addresses a real talent gap in dual-use AI. Political feasibility is moderate.",1751
128,18,Develop Secure AI Models for National Security,HPE,Industry (Other),6.7749999999999995,7.0,7.0,6.5,6.5,"Developing secure AI models for national security is aligned with IAPS priorities. Somewhat general, but actionable and feasible within defense agencies.",2172
129,19,Develop AI-Enhanced Warfighter Design and Manufacturing,"Advanced Robotics for Manufacturing
  Institute",Think Tank,6.7749999999999995,7.0,7.0,6.5,6.5,"Investment in AI-enabled warfighter design is aligned with IAPS's national security and innovation priorities. Actionable, with clear R&D/testing path.",2703
130,20,Create National AI and Digital Integration Plan for Defense,"Advanced Robotics for Manufacturing
  Institute",Think Tank,6.7749999999999995,7.0,7.0,6.5,6.5,"National AI and digital integration plan for defense is well-aligned with IAPS's strategic interests. Actionable, though somewhat high-level.",2595
131,20,National Open-Source AI Initiative,Alvarez & Marshall Federal LLC,Industry (Other),6.7749999999999995,7.0,7.0,6.5,6.5,"Specific, actionable proposal for government-backed open-source AI models with security certification. Strong alignment with IAPS's compute governance and security priorities.",4043
132,21,Secure and scale up U.S. energy supply for AI,Anthropic,Frontier Developer,6.7749999999999995,7.0,7.0,6.5,6.5,"Concrete national target for scaling up U.S. energy supply for AI. Directly addresses compute infrastructure constraints, a key IAPS concern.",4216
133,22,Advance energy policies for AI infrastructure,Google,Frontier Developer,6.7749999999999995,7.0,7.0,6.5,6.5,Specific recommendations for energy policy to support AI infrastructure. Strong evidence base and clear implementation path.,4079
134,23,Support federal preemption of state AI laws,Google,Frontier Developer,6.7749999999999995,7.0,7.0,6.5,6.5,"Federal preemption of state AI laws is specific, actionable, and addresses a real risk of regulatory fragmentation. Politically contentious but highly relevant to IAPS's governance focus.",4511
135,16,AI-Driven Materials Discovery at DOE,Federation of American Scientists,Think Tank,6.7749999999999995,7.0,6.5,7.0,6.5,"DOE-led AI-driven materials discovery is concrete, leverages US strengths, and fills a strategic gap. Implementation path is clear.",2140
136,18,Fund AI and Emerging Technology Research,Wahba Institute for Strategic Competition,Think Tank,6.7749999999999995,7.0,6.5,7.0,6.5,"Concrete call for full funding of AI R&D under the CHIPS Act, with evidence of global competition. Actionable and strategically important.",2058
137,28,Promote U.S.-friendly AI norms in international organizations,Microsoft,Frontier Developer,6.75,7.0,6.5,6.5,7.0,"Promotes U.S.-friendly AI norms in international organizations, opposes adversarial narratives. Actionable, aligns with IAPS international governance focus.",3154
138,29,Establish differentiated ecosystem obligations,Google,Frontier Developer,6.75,7.0,6.5,6.5,7.0,"Differentiated ecosystem obligations for AI actors, clarifying roles/liabilities. Actionable, addresses a real gap in AI governance.",3652
139,30,Emphasize sector-specific and risk-based AI governance,Google,Frontier Developer,6.75,7.0,6.5,6.5,7.0,"Emphasizes sector-specific, risk-based AI governance and alignment with technical standards. Actionable, evidence-based, and aligned with IAPS priorities.",3581
140,31,Balance disclosure requirements,Google,Frontier Developer,6.75,7.0,6.5,6.5,7.0,"Balanced disclosure requirements, supports model cards/technical reports, opposes overbroad mandates. Actionable, addresses real-world concerns.",3661
141,32,Prioritize Cybersecurity in Federal AI Procurement,Information Technology Industry Council,Industry Association,6.75,7.0,6.5,6.5,7.0,"Prioritizes cybersecurity in federal AI procurement, recommends contractual terms for security. Actionable and addresses real risks.",3091
142,33,Invest in AI Risk Measurement Research,Information Technology Industry Council,Industry Association,6.75,7.0,6.5,6.5,7.0,"Invests in AI risk measurement research, addressing a real gap in risk assessment. Actionable and aligned with IAPS priorities.",3399
143,34,Develop a Federal AI Initiative,HPE,Industry (Other),6.75,7.0,6.5,6.5,7.0,"Federal AI initiative with public-private partnerships, strategic coordination, and secure classified models. Actionable and supports IAPS priorities.",3023
144,12,Prioritize Commercial AI Solutions for Government,Information Technology Industry Council,Industry Association,6.75,7.0,6.5,6.5,7.0,"Encourages use of existing commercial procurement tools for AI. Specific, actionable, and feasible, though not highly innovative.",4995
145,20,Data-Sharing Standards for AI in Healthcare,Federation of American Scientists,Think Tank,6.675,7.0,7.0,6.5,6.0,"Data-sharing standards for AI in healthcare are actionable, evidence-based, and leverage NIST. Aligns with IAPS's standards and governance focus.",278
146,19,Adopt balanced export control policies,Google,Frontier Developer,6.6499999999999995,7.0,6.5,6.5,6.5,"Balanced export control policies are a core IAPS concern. While the proposal is somewhat self-serving, it acknowledges national security and economic competitiveness tradeoffs and calls for detailed analysis.",326
147,21,Establish a National AI Governance Body,"CGI Federal, Inc.",Industry (Other),6.6499999999999995,7.0,6.5,6.5,6.5,"National AI governance body is aligned with IAPS's governance focus. Somewhat vague on operational details, but the core is actionable.",1593
148,22,Reform AI Procurement to Include Smaller Vendors,INCOMPAS,Industry Association,6.6499999999999995,7.0,6.5,6.5,6.5,Procurement reform for smaller AI vendors is actionable and addresses a real market failure. Implementation is plausible.,1924
149,23,Centralize DOE AI strategy and execution,Bipartisan Policy Center,Think Tank,6.6499999999999995,7.0,6.5,6.5,6.5,"Centralizing DOE AI strategy is actionable, avoids duplication, and is politically feasible. Directly relevant to national security and governance.",1603
150,24,Advance AI chip technology and data center efficiency,Bipartisan Policy Center,Think Tank,6.6499999999999995,7.0,6.5,6.5,6.5,"Directs DOE to advance AI chip and data center efficiency. Actionable, relevant to compute governance and infrastructure.",1860
151,25,Promote AI-enhanced scientific progress with focus on AIxBio,Center for Security and Emerging Technology,Think Tank,6.6499999999999995,7.0,6.5,6.5,6.5,"AIxBio proposal is specific, actionable, and addresses a real competitive battleground. Implementation path is plausible.",1631
152,21,Ensure AI Innovation Aligns with National Security,Wahba Institute for Strategic Competition,Think Tank,6.6499999999999995,7.0,6.5,6.5,6.5,"Ensuring AI innovation aligns with national security is highly relevant. Somewhat general, but actionable through partnership vetting.",2589
153,22,Invest in AI Research and Development for Defense Applications,"CGI Federal, Inc.",Industry (Other),6.6499999999999995,7.0,6.5,6.5,6.5,"Investing in AI R&D for defense is aligned with IAPS priorities. Includes actionable elements (autonomous systems, cybersecurity), though ethical guidelines are vague.",2093
154,24,Support the CREATE AI Act,Microsoft,Frontier Developer,6.6499999999999995,7.0,6.5,6.5,6.5,Supporting the CREATE AI Act is a concrete legislative recommendation with clear implementation path and strong alignment to IAPS's research infrastructure priorities.,4659
155,25,Preserve the AI Use Case Inventory,Federation of American Scientists,Think Tank,6.6499999999999995,7.0,6.5,6.5,6.5,"Preserving the AI Use Case Inventory is a specific, actionable recommendation to maintain transparency and accountability in federal AI use. Strong alignment with IAPS's governance focus.",4716
156,17,Supporting innovation through public AI infrastructure,Engineering Biology Research Consortium,Nonprofit (Other),6.6499999999999995,7.0,6.5,6.5,6.5,"Public AI infrastructure/data centers for science and innovation. Actionable, addresses compute access, and supports US competitiveness.",2068
157,19,Support long-term AI R&D programs that fill private sector gaps,Bipartisan Policy Center,Think Tank,6.6499999999999995,7.0,6.5,6.5,6.5,"Long-term AI R&D funding to fill private sector gaps, especially via DOE. Actionable, evidence-based, and aligned with IAPS's innovation focus.",2079
158,20,Support AI Infrastructure Globally,Wahba Institute for Strategic Competition,Think Tank,6.6499999999999995,7.0,6.5,6.5,6.5,"Promotes US AI infrastructure abroad to counter China's Digital Silk Road. Actionable, with clear mechanisms (DFC, Ex-Im Bank).",2147
159,23,Streamline key infrastructure buildout support for AI Energy Zones,Bipartisan Policy Center,Think Tank,6.625,6.5,7.0,6.5,6.5,Streamlining infrastructure buildout for AI energy zones is actionable and addresses real constraints. Aligned with IAPS's focus on compute infrastructure.,2250
160,26,Secure AI Supply Chain,Wahba Institute for Strategic Competition,Think Tank,6.55,7.0,6.5,6.5,6.0,"Securing AI supply chain is highly relevant, though details are somewhat generic. Actionable and aligned with national security.",1795
161,27,National AI Research Infrastructure,Alvarez & Marshall Federal LLC,Industry (Other),6.55,7.0,6.5,6.5,6.0,"National AI Research Infrastructure with compute consortium is actionable, addresses a real bottleneck, and is aligned with IAPS compute governance.",1114
162,21,Engage in international AI governance efforts,Microsoft,Frontier Developer,6.5249999999999995,7.0,6.5,6.0,6.5,"Engagement in international AI governance (e.g., G7 Hiroshima Process) is directly relevant to IAPS's international coordination focus. Actionable, but somewhat generic.",359
163,22,Promote low-carbon power procurement for data centers,Bipartisan Policy Center,Think Tank,6.5249999999999995,7.0,6.5,6.0,6.5,"Promoting low-carbon power procurement for data centers is specific, actionable, and supports AI infrastructure resilience—a secondary IAPS concern.",551
164,23,Enable AI to bolster national security and defense,Amazon,Frontier Developer,6.5249999999999995,7.0,6.5,6.0,6.5,"Enabling AI for national security and defense is highly aligned with IAPS priorities, but the proposal is partly self-serving (Amazon cloud). Still, it is specific and actionable.",412
165,24,Attract and retain foreign-born AI talent,Bipartisan Policy Center,Think Tank,6.5249999999999995,7.0,6.5,6.0,6.5,Attracting and retaining foreign-born AI talent is critical for US competitiveness and aligns with IAPS's strategic focus. Specific mechanism (Schedule A update) is actionable.,495
166,13,Develop comprehensive AI security policies,Microsoft,Frontier Developer,6.5249999999999995,7.0,6.5,6.0,6.5,"Calls for comprehensive AI security policies across the stack. Somewhat vague, but aligns with IAPS's security focus.",4812
167,14,Develop and Implement Cybersecurity Measures for AI Technologies,"CGI Federal, Inc.",Industry (Other),6.5249999999999995,7.0,6.5,6.0,6.5,Concrete call for AI-specific cybersecurity measures and a national task force. Moderate IAPS alignment.,4901
168,21,Establish AI procurement and regulatory guidelines,NSF Center of Excellence,Academia,6.5249999999999995,7.0,6.5,6.0,6.5,"AI procurement/regulatory guidelines, export controls, and international agreements. Somewhat broad, but includes concrete elements.",2213
169,24,Support long-term AI R&D programs that fill private sector gaps,Bipartisan Policy Center,Think Tank,6.5,6.5,6.5,6.5,6.5,"Long-term AI R&D for public sector gaps is aligned with IAPS's innovation and competitiveness priorities. Actionable, though somewhat general.",2079
170,26,Support a national open data campaign,Microsoft,Frontier Developer,6.5,6.5,6.5,6.5,6.5,"National open data campaign is actionable and supports IAPS's interest in data governance and innovation, though less directly tied to national security.",4232
171,22,Create standard pathways to contest AI results,Center for Security and Emerging Technology,Think Tank,6.5,6.5,6.5,6.5,6.5,"Standard pathways to contest AI results are actionable, address real risks, and can be implemented through existing agencies.",2017
172,23,Enhance Government-to-Government Consultation with Tribal Nations,National Congress of American Indians,Advocacy Org,6.5,6.5,6.5,6.5,6.5,"Concrete recommendations for improving Tribal consultation in AI policy. Actionable, with precedent in federal consultation frameworks.",2171
173,35,Adopt Liquid Cooling Technologies,HPE,Industry (Other),6.4750000000000005,6.5,6.5,6.0,7.0,"Encourages adoption of liquid cooling for AI infrastructure. Actionable and supports compute governance, but less central to IAPS mission.",3621
174,36,Grow Investment in Leadership Class Supercomputers,HPE,Industry (Other),6.4750000000000005,6.5,6.5,6.0,7.0,"Grow investment in leadership class supercomputers. Actionable and supports compute governance, but less specific.",3285
175,27,Develop AI Risk Mitigation Services for Manufacturing,"Advanced Robotics for Manufacturing
  Institute",Think Tank,6.4,6.5,6.5,6.5,6.0,"AI risk mitigation services for manufacturing are specific and actionable, with a clear implementation path via public-private partnerships. Strong evidence base.",4585
176,28,Increase AI R&D spending,Microsoft,Frontier Developer,6.3999999999999995,7.0,6.0,6.0,6.5,"Increase AI R&D spending is specific, actionable, and politically viable, though lacks detailed implementation mechanisms.",1788
177,15,Promote the creation and expansion of open data commons,Microsoft,Frontier Developer,6.375,6.5,6.5,6.0,6.5,"Promoting open data commons is actionable and supports AI research, but lacks direct alignment with IAPS's core priorities.",4765
178,24,Trusted GovTech Marketplaces,Vanta,Industry (Other),6.375,6.5,6.5,6.0,6.5,Trusted GovTech marketplaces for rapid AI procurement are actionable and address a real government bottleneck. Some implementation complexity.,2182
179,25,AI Compute Access Program,Alvarez & Marshall Federal LLC,Industry (Other),6.375,6.5,6.5,6.0,6.5,"AI compute access program democratizes compute, with clear implementation path (NSF, merit-based review). Addresses real gap.",2238
180,37,Expand High-Performance Computing Investments for AI,HPE,Industry (Other),6.3500000000000005,6.5,6.0,6.0,7.0,"Expands HPC investments for DoD AI research. Actionable, evidence-based, but somewhat generic.",2908
181,38,Create a Federated Data Infrastructure,HPE,Industry (Other),6.3500000000000005,6.5,6.0,6.0,7.0,"Federated data infrastructure for AI research. Actionable, but implementation details are vague.",3254
182,39,Develop AI-Enhanced Robotic Testing Environment,"Advanced Robotics for Manufacturing
  Institute",Think Tank,6.3500000000000005,6.5,6.0,6.0,7.0,"AI-enhanced robotic testing environment, leveraging data repositories. Actionable, but sector-specific.",3480
183,40,Develop Physically Realistic Intelligent Simulations and Models (PRISM),"Advanced Robotics for Manufacturing
  Institute",Think Tank,6.3500000000000005,6.5,6.0,6.0,7.0,"Invests in physically realistic intelligent simulations for manufacturing AI. Actionable, but niche.",3063
184,41,Leverage DOE national laboratory partnerships,Bipartisan Policy Center,Think Tank,6.3500000000000005,6.5,6.0,6.0,7.0,"Leverages DOE national lab partnerships for AI. Actionable, but lacks specificity.",2974
185,42,Standardize federal AI procurement processes and guidelines,Bipartisan Policy Center,Think Tank,6.3500000000000005,6.5,6.0,6.0,7.0,"Standardizes federal AI procurement, but overlaps with other procurement-focused proposals.",3676
186,18,Update laws on child sexual exploitation and non-consensual imagery,Microsoft,Frontier Developer,6.325,6.0,6.5,6.0,7.0,"Updating laws on AI-generated child sexual exploitation imagery is specific, actionable, and politically viable, but not a core IAPS focus.",5079
187,25,Advance AI applications under DOE's broad mission space,Bipartisan Policy Center,Think Tank,6.3,7.0,6.0,6.0,6.0,Advancing AI applications under DOE's mission is aligned with IAPS's focus on public-sector AI and national security. Somewhat broad but leverages DOE's unique capabilities.,1047
188,28,Invest in Technical Solutions for AI Explainability,HPE,Industry (Other),6.275,6.5,6.5,6.0,6.0,"Investing in technical solutions for explainability and red teaming is actionable and supports IAPS's AI safety priorities, though somewhat generic.",4379
189,29,Promote use of provenance technologies for authentic content,Microsoft,Frontier Developer,6.275,6.5,6.5,6.0,6.0,"Promoting provenance technologies for authentic content is actionable, addresses a real threat, and is feasible. Somewhat narrow in scope.",4582
190,29,Reform Immigration Policies for AI Talent,INCOMPAS,Industry Association,6.25,6.5,6.0,6.0,6.5,"Targeted immigration reform for AI talent is actionable and addresses a real gap, though implementation details are limited.",1957
191,30,Incentivize utility and data center expansion,Bipartisan Policy Center,Think Tank,6.25,6.5,6.0,6.0,6.5,"Incentivizing utility and data center expansion is actionable, addresses infrastructure needs, and is politically plausible.",1835
192,31,Energy Infrastructure Preparation for AI Growth,Federation of American Scientists,Think Tank,6.25,6.5,6.0,6.0,6.5,"Standardized framework for measuring AI energy demand is actionable, addresses a real gap, and is politically feasible.",1092
193,25,Enhanced Computing Infrastructure,HPE,Industry (Other),6.25,6.5,6.0,6.0,6.5,Enhanced computing infrastructure is aligned with IAPS's compute governance focus. Actionable but lacks specifics on implementation.,2323
194,26,Invest in AI-Ready Data Centers,HPE,Industry (Other),6.25,6.5,6.0,6.0,6.5,"Investing in AI-ready data centers is aligned with IAPS priorities. Actionable, but lacks detail on how to ensure alignment with national priorities.",2487
195,16,Develop Guidelines for AI-Generated Intellectual Property,"CGI Federal, Inc.",Industry (Other),6.25,6.5,6.0,6.0,6.5,"Developing guidelines for AI-generated IP is concrete and relevant, but lacks detail on enforcement or standards.",5050
196,17,Invest in Manufacturing Infrastructure and Supply Chains,"Advanced Robotics for Manufacturing
  Institute",Think Tank,6.25,6.5,6.0,6.0,6.5,"Funding for manufacturing infrastructure is actionable and relevant for AI hardware, but lacks detail and direct governance focus.",5134
197,26,Upgrade Data Centers for AI Workloads,HPE,Industry (Other),6.25,6.5,6.0,6.0,6.5,"Upgrading data centers for AI workloads is actionable and necessary for US competitiveness. Somewhat generic, but implementation path is clear.",2176
198,26,Promote AI Alignment Research,Wahba Institute for Strategic Competition,Think Tank,6.15,6.5,6.0,6.0,6.0,"Promoting AI alignment research is relevant to IAPS's safety focus. Somewhat generic, but includes specific open-source safety tool initiatives.",324
199,27,Create an AI scholarship-for-service program,Center for Security and Emerging Technology,Think Tank,6.15,6.5,6.0,6.0,6.0,"AI scholarship-for-service program is actionable and supports public-sector AI expertise, a secondary IAPS concern. Specific mechanism (NSF, CyberCorps) is credible.",434
200,28,Expand Public Sector AI Expertise,INCOMPAS,Industry Association,6.15,6.5,6.0,6.0,6.0,"Expanding public-sector AI expertise is important for governance and implementation. Specific programs cited, but overall approach is somewhat generic.",381
201,29,Expand Access to Federal Data,Information Technology Industry Council,Industry Association,6.15,6.5,6.0,6.0,6.0,"Expanding access to federal data supports AI innovation and aligns with IAPS's data governance focus. Somewhat generic, but actionable.",677
202,30,Unlock energy capacity for AI infrastructure,Amazon,Frontier Developer,6.15,6.5,6.0,6.0,6.0,Unlocking energy capacity for AI infrastructure is actionable and addresses a real constraint for AI competitiveness. Somewhat self-serving but specific.,994
203,31,Strengthen Electrical Grid and Streamline Energy Infrastructure Permitting,Information Technology Industry Council,Industry Association,6.15,6.5,6.0,6.0,6.0,"Strengthening the electrical grid and streamlining permitting is actionable and supports AI infrastructure. Somewhat generic, but addresses a real bottleneck.",1026
204,34,Support AI and Computing at DOE,Federation of American Scientists,Think Tank,6.15,6.5,6.0,6.0,6.0,DOE AI and Computing Lab proposal is actionable and leverages DOE's unique strengths. Somewhat duplicative of other proposals but still relevant.,1027
205,32,Lead Open Standards in AI Infrastructure,HPE,Industry (Other),6.15,6.5,6.0,6.0,6.0,"Leading open standards in AI infrastructure is relevant to international governance and technical standards, though somewhat generic.",1851
206,33,Adopt NIST AI RMF Across Federal Agencies,Information Technology Industry Council,Industry Association,6.15,6.5,6.0,6.0,6.0,"Adopting NIST AI RMF across federal agencies is actionable and relevant, though primarily industry-driven and not novel.",1469
207,27,Launch an AI Data Initiative,HPE,Industry (Other),6.15,6.5,6.0,6.0,6.0,"AI Data Initiative is actionable and addresses real data access issues. Somewhat general, but implementation path is plausible.",2744
208,28,Encourage open government data initiatives for AI research,Bipartisan Policy Center,Think Tank,6.15,6.5,6.0,6.0,6.0,"Open government data initiatives for AI research are actionable and address real gaps. Implementation is plausible, but lacks detail.",2592
209,29,Enhance Cybersecurity for Energy Infrastructure,INCOMPAS,Industry Association,6.15,6.5,6.0,6.0,6.0,"Enhancing cybersecurity for energy infrastructure is aligned with IAPS's national security focus. Actionable, but largely continues existing efforts.",2705
210,30,Enhance physical and cybersecurity measures for AI infrastructure,Microsoft,Frontier Developer,6.15,6.5,6.0,6.0,6.0,"Enhancing physical and cybersecurity standards for AI infrastructure is actionable and relevant to IAPS's security focus, but lacks detail.",4109
211,31,Promote secure development practices for AI,Microsoft,Frontier Developer,6.15,6.5,6.0,6.0,6.0,"Promoting secure development practices is actionable and relevant, but somewhat generic and lacking in implementation detail.",4506
212,32,Advance the use of AI for cyber defense,Microsoft,Frontier Developer,6.15,6.5,6.0,6.0,6.0,"Advancing AI for cyber defense is actionable and relevant, but primarily corporate lobbying with limited specificity.",4092
213,33,Focus on emerging AI threats,Microsoft,Frontier Developer,6.15,6.5,6.0,6.0,6.0,"Focus on emerging AI threats is relevant and actionable, but lacks concrete implementation steps beyond general collaboration.",4435
214,34,Build on U.S. AI research leadership via global AI institutes,Microsoft,Frontier Developer,6.15,6.5,6.0,6.0,6.0,"Building on U.S. AI research leadership via global AI institutes is specific and actionable, but somewhat generic and lacking in detail.",4334
215,27,Implement comprehensive AI risk assessment and governance framework,American Chemistry Council,Industry Association,6.15,6.5,6.0,6.0,6.0,"Comprehensive risk assessment and governance framework for AI. Somewhat broad, but addresses real gaps and is actionable.",2209
216,43,Federal AI Transformation Initiative,Alvarez & Marshall Federal LLC,Industry (Other),6.1,6.0,6.0,6.0,6.5,"Federal AI transformation initiative with funding, roadmaps, and shared services. Actionable, but ambitious and may face bureaucratic resistance.",3425
217,44,AI Workforce Development,Alvarez & Marshall Federal LLC,Industry (Other),6.1,6.0,6.0,6.0,6.5,"AI workforce certification framework, expanded NSF training, and tax incentives. Actionable, but workforce focus is less central to IAPS.",3694
218,19,Streamline federal permitting for datacenters and energy infrastructure,Microsoft,Frontier Developer,6.1,6.0,6.0,6.0,6.5,"Streamlining permitting for datacenters/energy infrastructure is actionable and relevant for AI compute, but not a direct governance issue.",5092
219,35,Develop Federal Preemption for AI Regulation,Information Technology Industry Council,Industry Association,6.050000000000001,6.5,6.0,6.0,5.5,"Federal preemption for AI regulation is actionable and addresses a real policy challenge, but is largely industry-driven and politically contentious.",4502
220,32,Expand Global AI Education & Workforce Training,Wahba Institute for Strategic Competition,Think Tank,6.025,6.5,6.0,5.5,6.0,"Expanding global AI education and workforce training is relevant to US leadership and IAPS's international focus. Somewhat broad, but actionable.",999
221,34,Promote Open Standards to Reduce Lock-in,HPE,Industry (Other),6.0,6.0,6.0,6.0,6.0,"Promoting open standards to reduce lock-in is actionable and relevant, though lacks detail on enforcement and implementation.",1395
222,35,Enhance resilience of AI supply chain,Microsoft,Frontier Developer,6.0,6.0,6.0,6.0,6.0,"Enhancing AI supply chain resilience is relevant to IAPS priorities, though details are generic and implementation path is broad.",1570
223,30,Promote AI innovation in U.S. trade agreements,Microsoft,Frontier Developer,6.0,6.0,6.0,6.0,6.0,"Promoting AI innovation in trade agreements is aligned with IAPS's competitiveness priorities. Actionable, but lacks detail on enforcement.",2670
224,31,Influence International AI Standards,Wahba Institute for Strategic Competition,Think Tank,6.0,6.0,6.0,6.0,6.0,"Influencing international AI standards is aligned with IAPS's global governance focus. Actionable, but somewhat general and aspirational.",2229
225,32,Foster dynamic and competitive AI markets,Center for Security and Emerging Technology,Think Tank,6.0,6.0,6.0,6.0,6.0,"Promoting competitive AI markets is aligned with IAPS's innovation focus. Actionable, but lacks specific mechanisms.",2142
226,33,Support community colleges for AI workforce training,Center for Security and Emerging Technology,Think Tank,6.0,6.0,6.0,6.0,6.0,Supporting community colleges for AI workforce training is actionable and addresses real gaps. Implementation path is clear.,2740
227,34,Provide Targeted Workforce Development Grants,"Advanced Robotics for Manufacturing
  Institute",Think Tank,6.0,6.0,6.0,6.0,6.0,Targeted workforce development grants are actionable and address real workforce needs. Implementation path is clear.,2842
228,35,Develop Federal AI Workforce Capabilities,Information Technology Industry Council,Industry Association,6.0,6.0,6.0,6.0,6.0,Developing federal AI workforce capabilities is actionable and addresses real gaps. Lacks detail on specific mechanisms.,2427
229,36,Accelerate AI Workforce Development for Defense,HPE,Industry (Other),6.0,6.0,6.0,6.0,6.0,Accelerating AI workforce development for defense is actionable and aligned with IAPS priorities. Lacks detail on implementation.,2689
230,37,Fund Research on AI-Driven Cybersecurity Solutions,"CGI Federal, Inc.",Industry (Other),6.0,6.0,6.0,6.0,6.0,Funding research on AI-driven cybersecurity is actionable and aligned with IAPS's security focus. Lacks detail on specific research priorities.,2801
231,38,AI-Driven Materials Discovery at DOE,Federation of American Scientists,Think Tank,6.0,6.0,6.0,6.0,6.0,AI-driven materials discovery at DOE is actionable and aligned with IAPS's innovation focus. Lacks detail on implementation.,2140
232,28,"Expand Federal Investment in Modular, Credential-Based AI Training",AI Applied Consortium,Industry Association,6.0,6.0,6.0,6.0,6.0,"Modular, credential-based AI training is actionable, evidence-based, and addresses workforce needs. Not a core IAPS focus, but relevant.",2248
233,29,Ban non-consensual deepfake pornography,Americans for Responsible Innovation,Advocacy Org,6.0,6.0,6.0,6.0,6.0,"Ban on non-consensual deepfake pornography is concrete, actionable, and addresses a real harm. Includes technical recommendations for detection.",2215
